review,sentiment
Blank check is one of those kids movies that could have been a great suspense thriller for the kids but instead it's a tired lame home alone ripoff that isn't worth a dime. Quigley is a criminal who just escaped from jail and gets his hidden million dollars from a big score and then we meet Preston a frustrated kid whose room is taken over by his brothers to start a business and obviously dad treats his brothers better because they make money the same day he goes to a kid's birthday party and since his dad is a cheapo he goes on little kids rides while the other kids go on roller coasters then he receives a birthday card and a check of 11 bucks how cheap is this family? So he goes to the bank to open an account and meets the gorgeous Shea Stanley were her parents mets fans? he finds out he needs 200 to open a account meanwhile quigley gives his million to his banker friend and finds out the bills are marked so he will send a lackey named juice to get the unmarked ones when Preston leaves his bike gets run over by quigley he's about to write a check when he spots the cops and bolts back home his parents scolded him about his busted up bike and gets grounded what? their kid got almost run over and they worried about a bike? So Preston forges a million dollar check via his computer and comes back only to be escorted to the banker thinking that he's juice he gives Preston the money but the real juice came and realized they been duped by a kid! So Preston buys a mansion under the name Macintosh gets a limo driver who says unfunny jokes and goes on a epic shopping spree then he spots Shea and talks about opening his account kid you're loaded and you're talking about opening an account? We soon realized Shea is actually an FBI agent tracking down quigley and his two other accomplice's then he told his cheapy dad he's got a job working for Mr Macintosh and spends the day riding go karts playng vr games and hanging out with his limo driver buddy then he goes out on a date with Shea in a fancy restaurant what a 10 year old wining and dining a 20 something FBI agent? Afterwards he takes her to a street geyser and playing around in the water messing up Shea's 300 dollar dress yet she takes it well if this was a bit realistic she would slap him for messing up her expensive dress so quigley and the others still mad interrogates a little kid and quickly spills the beans and Preston is being chased by quigley in a scene taken from the original script and afterwords he is hosting Mr Macintoshs birthday which is really his birthday when he discovers he couldn't pay for the party he sits in his chair and dad talks to MacIntosh which he doesn't know it's his son he's talking to and talks about Preston should be a real kid and has his whole childhood ahead of him and wants Preston to go home early what? an hour ago you were grilling him about his finances! so Preston asks everyone to leave and sits alone pondering when quigley and the others break in to the house to make Preston pay and so he faces then in a finale that rips off home alone quigley gets spun around in a ball while Preston is driving a go kart juice gets hit in the groin and more antics ensue until the trio get Preston cornered and when it seem all hope is lost Shea and a bunch of SWAT guys come to save the day and so quigley and his crew get sent to jail but is there any hope for Preston and Shea? there is and she kisses him in the lips what? what? what? A grown woman kissed a kid in the lips. come on is she mentally disabled? I mean an FBI agent who knows the country's laws would risk her career to kiss a kid? she could get arrested on the spot! and the most creepiest part of all is that isn't goodbye and she'll see him in 6 or 7 years! oh dear and so he comes home to his family celebrating his birthday so the moral of the story is love and respect can be bought? What are they smoking? The bottom line is that is a waste of time the morals are whacked it's flat as a tortilla the kid is annoying the villains are lame the comic relief isn't funny the brothers are unlikable the dad is even worse the romantic subplot is creepy the plot's shallow and the only saving grace is the cinematography from bill pope which went on to shoot the matrix trilogy and two of the spider-man films so people don't waste your money and go watch home alone instead. <br /><br />This has been a Samuel Franco review.,negative
There are plenty of reviews on this page that will explain this movie's details far more eloquently than I could; but I would like to offer a simple review for those who occasionally go to the movies for more than entertainment. Raising Victor Vargas is so true you will believe it. This flick gets inside your head.,positive
I found this movie to be a simple yet wonderful comedy. This movie is purely entertaining. I can watch it time and time again and still enjoy the dialog and chemistry between the characters. I truly hope for a DVD release!,positive
I just picked up the DVD release of this movie while on holiday in Norway where it has been released with English subtitles.<br /><br />The film is beautifully photographed and powerfully acted. The youngster portraying 'Frits' the lead character has an astonishingly open face which mirrors with painful accuracy the tragic events which unfold around him.<br /><br />Early on in the film we see that the father whom Frits loves so much has mental health problems and this is brought up when the brutal headmaster denies assaulting the boy and suggests it was his own father.<br /><br />The climactic scene where Frits refuses to show any respect to the headmaster; simply standing his ground and repeating 'Liar' as he is brutally assaulted in front of his classmates is a scene you are not likely to forget.<br /><br />The films only weak point is the rather clichéd 'Flower Power' teacher who uses every 'friendly teacher' trick in the book. Other than this I feel sure that this is a film you will really enjoy.,positive
It has a bit of that indie queer edge that was hip in the 90s and which places an explicit sell-by date on the visual style. Characters are uniformly apathetic and farcically deadpan. Street hoodlums in Greece wear new clothing out of the box without creases or stains. They all appear to visit the same marine hair dresser. All uniformly exhibit the same low IQ when making their dispassionate underground business deals. When things go wrong its all because they aren't real Greeks - they're pastoral sunshine boys caught in a strange night city world. Makes a big whine about disaffected immigrants but never bothers to actually investigate the problems with Russian/Kazakh/Albanian cultures. If Giannaris had the proper perspective on this project it might have made a wonderful Bel Ami production. The fleeting glimpses of toned boy-beef is the only spark in this generic small-time mobster programmer.,negative
Ned aKelly is such an important story to Australians but this movie is awful. It's an Australian story yet it seems like it was set in America. Also Ned was an Australian yet he has an Irish accent...it is the worst film I have seen in a long time,negative
(spoilers?)<br /><br />while the historical accuracy might be questionable... (and with the mass appeal of the inaccurate LOTR.. such things are more easily excused now) I liked the art ness of it. Though not really an art house film. It does provide a little emotionally charged scenes from time to time. <br /><br />I have two complaints. 1. It's too short. and 2. The voice you hear whispering from time to time is not explained.<br /><br />8/10<br /><br />Quality: 10/10 Entertainment: 7/10 Replayable: 5/10,positive
This is one you can watch over and over and laugh just as much each time. We have been on a Keaton fest around here after purchasing some of his films. In this one Buster is mistaken for an escaped murderer and there are lots of chase scenes and crazy scenes but also what is best about Buster - his creativity. The opening scene is really funny and it just keeps going from there.,positive
"My favourite police series of all time turns to a TV-film. Does it work? Yes. Gee runs for mayor and gets shot. The Homicide ""hall of fame"" turns up. Pembleton and nearly all of the cops who ever played in this series. A lot of flashbacks helps you who hasn´t seen the TV-series but it amuses the fans too. The last five minutes solves another murder and at the very end even two of the dead cops turn up. And a short appearance from my favourite coroner Juliana Cox. This is a good film.",positive
I love this movie and never get tired of watching. The music in it is great. Any true hard rock fan should see this movie and buy the soundtrack. With rockers like Gene Simmons and Ozzy Osbourne you can't go wrong.,positive
this is by far one of the most pretentious films i have ever seen. it is a tight slap on the face of some Indians who speak in English and were looking at the mirror. disgusting. the bubble gum version of the 1970s politics of the north Indian plains. the message - the educated English-speaking Indian tried to save the poor beggars of India in all earnestness. it ignores the fact that the poor beggars are also capable of and are saving themselves on their own.<br /><br />as a love story its okay. the problem is that the love story and character development is based upon a completely fraudulent version of politics.,negative
"Everyone involved (and the audience) should seek out ""The Candidate"" to see how good this movie could have been. What happened the South American story? What were Julie Christie and Kate Capshaw thinking to allow their roles to be cardboard cut-outs. Up to now I have liked every Gene Hackman performance and/or movie. He was either disinterested (which I can hardly believe) or dreadfully miscast. I have also liked and defended Richard Gere (and been vilified for it). But here he had no ""power"". He was never intimidating and only occasionally persuasive. All in all I was very disappointed. I really expected much more from this director and cast. If you can't find ""The Candidate"" watch ""Wag the dog"" again or even ""Bulworth"".",negative
I watched the DVD of this movie which also comes with an excellent commentary track (in English). It seems in Cambodia (the subtitles in English say the character is speaking Thai but the movie says Cambodia)a very violent evil man is raising boys to be killers using starvation and training them to fight and kill. He sends Pang to kill some people in China and during the killings a cop's partner is killed. The cop Wai is a loose cannon who is worried about his father who is also a cop who was shot and is in a coma. Wai's chief is his dad's friend and is worried about Wai's erratic behavior. He doesn't know Wai was the one who caught his dad in dealing with drug dealers and shot him and put him into the coma. Pang escapes and hides in a squalid landfill shack where he meets a woman who came here to find her mother and keeps repeating her father won't let her leave (Pang doesn't speak Chinese and doesn't understand this but saves her from her father who appears to be having sex with her maybe this is the reason for Cat III). Wai becomes more and more obsessed with getting Pang but Pang is almost unstoppable. Even after Pang steals a boat and takes the woman to his home where they are married and she becomes pregnant Wai follows and joins the evil man (who's training the boys)making a deal to fight and train so he can get Pang. There is a big showdown between Wai and Pang with the terribly abused woman the major victim and leaving Wai dead and Pang cutting out his child from the dead mother only to die and leave him as the possible next boy to be raised as a killer. This film is beautifully photographed with an excellent soundtrack. There are many very brutal violent scenes. The woman having a long nail pulled out of her foot. Knives to the neck and torso. Guns fired directly to the head. And several very intense beatings. It maybe grim intense and downbeat but it is definitely worth seeing.,positive
Ariauna Albright is a really good actress but why she participated in this lame written travesty is a mystery. What could have been entertaining winds up as classic boredom. The unique thing about Ariauna is that she can act as well as look real sexy as opposed to her partner Lilith Stabs who looks fine but it is obvious she spent the money for acting school at the spa or beautician. This was a production that cried out for some T & A & with a imaginative script writer could have achieved it in the flow of things. However Ariauna does what she can under the circumstances & to a extent salvages her reputation. The Tempe company should be aware that when you dress two attractive women in skimpy fetish cop uniforms the viewers will expect some fetish play & T & A. Nough said.,negative
"I had the privilege of being one of the Still photographers on the set of ""Grand Champion"" and enjoyed every minute of the 42 days I worked on the movie. I have been in the Photography business for 25 years and have worked on 16 movies and I can't think of a time when I enjoyed providing my craft more. The Kids were wonderful to work with and little Emma Roberts has so much energy she's a real trip. She even grabbed one of my camera during the stockshow scene rehearsal and started shooting. Some of her images were used for PR. I could have made more money working for a production with a bigger budget but I doubt I would have had the fun and been around so many great actors and the great people of West Texas as I was.",positive
The old man mouse in this cartoon would have you believe that all men are created equally EVIL............so if we have to kill men in order to stop Hitler..........we are just as bad as Hitler was killing the Jews........ Well.....I don't buy it Mr. Mouse............but I guess it paints a pretty picture and makes a cute cartoon.......but it wasn't the reality then and it ain't reality now.,negative
I saw this in the market place at the Cannes Film Festival. <br /><br />It's a real cheapo prod - nothing wrong with that but you have to make up for it with a bit of sex or gore or both. <br /><br />Think Larry Cohen. <br /><br />Sean Young is an interesting actor - well done to the producers for hooking her I guess.<br /><br />The opening scene in the space-ship coming down is hilarious - you could picture all the crew hands shaking it around! <br /><br />Ha ha - but I wish the people who made this well - at least it's not pretentious.,negative
Worst horror film ever but funniest film ever rolled in one you have got to see this film it is so cheap it is unbeliaveble but you have to see it really!!!! P.s watch the carrot,positive
The portrayal of the Marines in this film is spot on. The action scenes are some of the best ever produced in accuracy of content. The uniforms and weaponry of both the U.S. and German troops were perfect. The costumes and weaponry of the Berbers were perfectly accurate as well. This film could easily be used to teach militaria of the period and has been used by the USMC Academy for this purpose. The scenes depicting Roosevelt shooting and the rifles he was using was beautiful. Procuring so many period weapons in such good shape is testament to the attention to detail and presentation this film should be noted for. Millius is a genius.,positive
This documentary has been aired on both RTE and BBC in the last number of months. Having seen it twice now I would recommend it to anyone with an interest in media and documentary film making.<br /><br />Initially this documentary was meant to detail the political life of Venezuelan President Hugo Chavez. The Irish crew set off with those intentions. What happens when they get to Venezuela is startling as they witness first hand the attempted overthrow by rebel factions (particularly the oil concerns in Venezuela) of Chavez and his government. What we the audience witness is just how the media manipulates the situation and in effect backs the overthrow of Chavez by distorting events that transpire as the coup heightens.<br /><br />It really is an excellent documentary and a remarkable piece of work by a couple of novice filmmakers.<br /><br />,positive
Phoned work sick - watched this in bed and it was so awful I would have went back to work if I could have gotten out of bed. The dog ran off with the remote so I was stuck.<br /><br />I'm positive Hammer was grooming the eldest daughter to become his beeeatch.<br /><br />Horrendous to watch - made me vomit more than what I was doing anyway. So there you have it - this would be the film that they play in the waiting room of Hell before you go in. Or maybe your stuck in the film for all eternity with the Hart kids. Just remember to take a gun with you....,negative
I really like Ryan Reynolds and Hope Davis and I actually had high hopes watching this last night on DVD. Mainly as I try to avoid reviews until I watch something myself and form my own opinion Big mistake! My 2 /10 is for the first segment which in fairness is actually quite decent and if they had made the movie about the characters in section 1 alone it may have risen above the 5/10 mark.Once it moved into TV 'reality show' territory it stank to high heaven. Ryan Reynolds captured the essence of an actor on the edge wonderfully but as a gay TV writer and famous games creator / devoted family man he was definitely less effective. From the blurb on the box I expected a flashback thriller along the lines of 'Memento' - unfortunately this is nowhere near that standard of movie.,negative
Theres not much you can really say about this film except that it was crap and probably the worst film i have ever been to see!! Take my advice don't watch this film it just wastes your money and time!!<br /><br />I gave this film a 1/10 which is doesn't deserve.,negative
